Time,Theta_SW,Theta_H,Theta_A,Theta_S,K_H,K_A,B_H,B_A
28.4,-0.483733906,-0.125335626,-0.992114399,-0.485780227,0.5,0.5,0.1,0.1
28.402,-0.48477078,-0.127319603,-0.991861744,-0.486811344,0.5,0.5,0.1,0.1
28.404,-0.485805715,-0.12930307,-0.991605121,-0.487840514,0.5,0.5,0.1,0.1
28.406,-0.486838708,-0.131286021,-0.991344532,-0.488867732,0.5,0.5,0.1,0.1
28.408,-0.487869752,-0.133268446,-0.991079977,-0.489892995,0.5,0.5,0.1,0.1
28.41,-0.488898846,-0.135250338,-0.990811458,-0.490916298,0.5,0.5,0.1,0.1
28.412,-0.489925983,-0.137231689,-0.990538976,-0.491937638,0.5,0.5,0.1,0.1
28.414,-0.490951161,-0.139212491,-0.990262532,-0.49295701,0.5,0.5,0.1,0.1
28.416,-0.491974376,-0.141192737,-0.989982127,-0.49397441,0.5,0.5,0.1,0.1
28.418,-0.492995622,-0.143172417,-0.989697761,-0.494989835,0.5,0.5,0.1,0.1
28.42,-0.494014896,-0.145151525,-0.989409437,-0.496003279,0.5,0.5,0.1,0.1
28.422,-0.495032195,-0.147130052,-0.989117156,-0.497014739,0.5,0.5,0.1,0.1
28.424,-0.496047513,-0.149107991,-0.988820918,-0.498024212,0.5,0.5,0.1,0.1
28.426,-0.497060847,-0.151085333,-0.988520724,-0.499031692,0.5,0.5,0.1,0.1
28.428,-0.498072192,-0.153062071,-0.988216577,-0.500037176,0.5,0.5,0.1,0.1
28.43,-0.499081546,-0.155038197,-0.987908476,-0.50104066,0.5,0.5,0.1,0.1
28.432,-0.500088903,-0.157013703,-0.987596424,-0.502042139,0.5,0.5,0.1,0.1
28.434,-0.50109426,-0.15898858,-0.987280422,-0.503041611,0.5,0.5,0.1,0.1
28.436,-0.502097612,-0.160962822,-0.98696047,-0.50403907,0.5,0.5,0.1,0.1
28.438,-0.503098956,-0.162936419,-0.986636571,-0.505034514,0.5,0.5,0.1,0.1
28.44,-0.504098288,-0.164909365,-0.986308725,-0.506027937,0.5,0.5,0.1,0.1
28.442,-0.505095603,-0.166881652,-0.985976934,-0.507019336,0.5,0.5,0.1,0.1
28.444,-0.506090898,-0.16885327,-0.985641199,-0.508008707,0.5,0.5,0.1,0.1
28.446,-0.507084168,-0.170824214,-0.985301521,-0.508996046,0.5,0.5,0.1,0.1
28.448,-0.50807541,-0.172794474,-0.984957903,-0.509981348,0.5,0.5,0.1,0.1
28.45,-0.50906462,-0.174764043,-0.984610344,-0.510964611,0.5,0.5,0.1,0.1
28.452,-0.510051794,-0.176732913,-0.984258847,-0.511945831,0.5,0.5,0.1,0.1
28.454,-0.511036927,-0.178701075,-0.983903413,-0.512925002,0.5,0.5,0.1,0.1
28.456,-0.512020016,-0.180668524,-0.983544043,-0.513902121,0.5,0.5,0.1,0.1
28.458,-0.513001057,-0.182635249,-0.983180739,-0.514877185,0.5,0.5,0.1,0.1
28.46,-0.513980047,-0.184601244,-0.982813503,-0.51585019,0.5,0.5,0.1,0.1
28.462,-0.51495698,-0.1865665,-0.982442335,-0.516821131,0.5,0.5,0.1,0.1
28.464,-0.515931853,-0.188531011,-0.982067237,-0.517790005,0.5,0.5,0.1,0.1
28.466,-0.516904663,-0.190494767,-0.981688211,-0.518756808,0.5,0.5,0.1,0.1
28.468,-0.517875405,-0.192457761,-0.981305258,-0.519721535,0.5,0.5,0.1,0.1
28.47,-0.518844075,-0.194419985,-0.980918381,-0.520684184,0.5,0.5,0.1,0.1
28.472,-0.519810671,-0.196381432,-0.980527579,-0.52164475,0.5,0.5,0.1,0.1
28.474,-0.520775186,-0.198342093,-0.980132855,-0.52260323,0.5,0.5,0.1,0.1
28.476,-0.521737619,-0.200301961,-0.979734211,-0.523559619,0.5,0.5,0.1,0.1
28.478,-0.522697965,-0.202261027,-0.979331648,-0.524513913,0.5,0.5,0.1,0.1
28.48,-0.52365622,-0.204219285,-0.978925168,-0.52546611,0.5,0.5,0.1,0.1
28.482,-0.524612381,-0.206176725,-0.978514771,-0.526416205,0.5,0.5,0.1,0.1
28.484,-0.525566443,-0.208133341,-0.978100461,-0.527364194,0.5,0.5,0.1,0.1
28.486,-0.526518402,-0.210089124,-0.977682239,-0.528310074,0.5,0.5,0.1,0.1
28.488,-0.527468256,-0.212044067,-0.977260105,-0.52925384,0.5,0.5,0.1,0.1
28.49,-0.528416,-0.213998162,-0.976834063,-0.53019549,0.5,0.5,0.1,0.1
28.492,-0.52936163,-0.215951401,-0.976404113,-0.531135019,0.5,0.5,0.1,0.1
28.494,-0.530305143,-0.217903776,-0.975970258,-0.532072423,0.5,0.5,0.1,0.1
28.496,-0.531246534,-0.219855279,-0.975532499,-0.533007699,0.5,0.5,0.1,0.1
28.498,-0.532185801,-0.221805903,-0.975090837,-0.533940843,0.5,0.5,0.1,0.1
28.5,-0.533122938,-0.22375564,-0.974645276,-0.534871851,0.5,0.5,0.1,0.1
28.502,-0.534057944,-0.225704482,-0.974195815,-0.535800719,0.5,0.5,0.1,0.1
28.504,-0.534990813,-0.227652421,-0.973742458,-0.536727445,0.5,0.5,0.1,0.1
28.506,-0.535921542,-0.229599449,-0.973285206,-0.537652023,0.5,0.5,0.1,0.1
28.508,-0.536850127,-0.231545559,-0.972824061,-0.538574451,0.5,0.5,0.1,0.1
28.51,-0.537776565,-0.233490743,-0.972359025,-0.539494725,0.5,0.5,0.1,0.1
28.512,-0.538700852,-0.235434993,-0.971890099,-0.54041284,0.5,0.5,0.1,0.1
28.514,-0.539622984,-0.237378301,-0.971417285,-0.541328794,0.5,0.5,0.1,0.1
28.516,-0.540542957,-0.239320659,-0.970940586,-0.542242583,0.5,0.5,0.1,0.1
28.518,-0.541460769,-0.24126206,-0.970460003,-0.543154203,0.5,0.5,0.1,0.1
28.52,-0.542376414,-0.243202497,-0.969975539,-0.54406365,0.5,0.5,0.1,0.1
28.522,-0.54328989,-0.24514196,-0.969487194,-0.544970921,0.5,0.5,0.1,0.1
28.524,-0.544201193,-0.247080443,-0.968994972,-0.545876011,0.5,0.5,0.1,0.1
28.526,-0.545110319,-0.249017937,-0.968498873,-0.546778919,0.5,0.5,0.1,0.1
28.528,-0.546017265,-0.250954436,-0.9679989,-0.547679639,0.5,0.5,0.1,0.1
28.53,-0.546922027,-0.25288993,-0.967495056,-0.548578169,0.5,0.5,0.1,0.1
28.532,-0.547824601,-0.254824413,-0.966987341,-0.549474504,0.5,0.5,0.1,0.1
28.534,-0.548724983,-0.256757877,-0.966475759,-0.550368641,0.5,0.5,0.1,0.1
28.536,-0.549623171,-0.258690314,-0.965960311,-0.551260577,0.5,0.5,0.1,0.1
28.538,-0.55051916,-0.260621716,-0.965440998,-0.552150308,0.5,0.5,0.1,0.1
28.54,-0.551412947,-0.262552075,-0.964917824,-0.553037831,0.5,0.5,0.1,0.1
28.542,-0.552304529,-0.264481384,-0.964390791,-0.553923141,0.5,0.5,0.1,0.1
28.544,-0.553193901,-0.266409636,-0.9638599,-0.554806235,0.5,0.5,0.1,0.1
28.546,-0.55408106,-0.268336821,-0.963325153,-0.55568711,0.5,0.5,0.1,0.1
28.548,-0.554966004,-0.270262934,-0.962786553,-0.556565763,0.5,0.5,0.1,0.1
28.55,-0.555848727,-0.272187965,-0.962244102,-0.557442189,0.5,0.5,0.1,0.1
28.552,-0.556729227,-0.274111908,-0.961697802,-0.558316385,0.5,0.5,0.1,0.1
28.554,-0.5576075,-0.276034754,-0.961147655,-0.559188349,0.5,0.5,0.1,0.1
28.556,-0.558483542,-0.277956496,-0.960593664,-0.560058075,0.5,0.5,0.1,0.1
28.558,-0.559357351,-0.279877126,-0.96003583,-0.560925561,0.5,0.5,0.1,0.1
28.56,-0.560228922,-0.281796636,-0.959474156,-0.561790804,0.5,0.5,0.1,0.1
28.562,-0.561098252,-0.28371502,-0.958908644,-0.562653799,0.5,0.5,0.1,0.1
28.564,-0.561965338,-0.285632268,-0.958339296,-0.563514544,0.5,0.5,0.1,0.1
28.566,-0.562830176,-0.287548375,-0.957766116,-0.564373034,0.5,0.5,0.1,0.1
28.568,-0.563692763,-0.28946333,-0.957189104,-0.565229267,0.5,0.5,0.1,0.1
28.57,-0.564553095,-0.291377128,-0.956608263,-0.56608324,0.5,0.5,0.1,0.1
28.572,-0.565411169,-0.293289761,-0.956023596,-0.566934948,0.5,0.5,0.1,0.1
28.574,-0.566266981,-0.29520122,-0.955435105,-0.567784388,0.5,0.5,0.1,0.1
28.576,-0.567120528,-0.297111499,-0.954842792,-0.568631557,0.5,0.5,0.1,0.1
28.578,-0.567971806,-0.299020589,-0.95424666,-0.569476451,0.5,0.5,0.1,0.1
28.58,-0.568820813,-0.300928483,-0.95364671,-0.570319068,0.5,0.5,0.1,0.1
28.582,-0.569667544,-0.302835173,-0.953042947,-0.571159403,0.5,0.5,0.1,0.1
28.584,-0.570511997,-0.304740652,-0.95243537,-0.571997454,0.5,0.5,0.1,0.1
28.586,-0.571354168,-0.306644912,-0.951823985,-0.572833217,0.5,0.5,0.1,0.1
28.588,-0.572194053,-0.308547946,-0.951208792,-0.573666688,0.5,0.5,0.1,0.1
28.59,-0.573031649,-0.310449745,-0.950589794,-0.574497865,0.5,0.5,0.1,0.1
28.592,-0.573866954,-0.312350302,-0.949966994,-0.575326743,0.5,0.5,0.1,0.1
28.594,-0.574699962,-0.31424961,-0.949340393,-0.576153321,0.5,0.5,0.1,0.1
28.596,-0.575530673,-0.316147661,-0.948709996,-0.576977593,0.5,0.5,0.1,0.1
28.598,-0.57635908,-0.318044448,-0.948075804,-0.577799558,0.5,0.5,0.1,0.1
28.6,-0.577185183,-0.319939962,-0.947437819,-0.578619212,0.5,0.5,0.1,0.1
28.602,-0.578008977,-0.321834196,-0.946796045,-0.579436551,0.5,0.5,0.1,0.1
28.604,-0.578830458,-0.323727144,-0.946150483,-0.580251573,0.5,0.5,0.1,0.1
28.606,-0.579649625,-0.325618796,-0.945501137,-0.581064273,0.5,0.5,0.1,0.1
28.608,-0.580466473,-0.327509146,-0.944848009,-0.581874649,0.5,0.5,0.1,0.1
28.61,-0.581280999,-0.329398185,-0.944191101,-0.582682698,0.5,0.5,0.1,0.1
28.612,-0.582093199,-0.331285907,-0.943530417,-0.583488416,0.5,0.5,0.1,0.1
28.614,-0.582903072,-0.333172304,-0.942865958,-0.5842918,0.5,0.5,0.1,0.1
28.616,-0.583710613,-0.335057369,-0.942197729,-0.585092847,0.5,0.5,0.1,0.1
28.618,-0.584515819,-0.336941093,-0.94152573,-0.585891553,0.5,0.5,0.1,0.1
28.62,-0.585318687,-0.338823469,-0.940849965,-0.586687916,0.5,0.5,0.1,0.1
28.622,-0.586119213,-0.34070449,-0.940170437,-0.587481932,0.5,0.5,0.1,0.1
28.624,-0.586917396,-0.342584148,-0.939487148,-0.588273599,0.5,0.5,0.1,0.1
28.626,-0.58771323,-0.344462436,-0.938800101,-0.589062912,0.5,0.5,0.1,0.1
28.628,-0.588506714,-0.346339346,-0.938109299,-0.589849869,0.5,0.5,0.1,0.1
28.63,-0.589297843,-0.348214871,-0.937414745,-0.590634466,0.5,0.5,0.1,0.1
28.632,-0.590086616,-0.350089003,-0.936716441,-0.591416701,0.5,0.5,0.1,0.1
28.634,-0.590873028,-0.351961734,-0.93601439,-0.59219657,0.5,0.5,0.1,0.1
28.636,-0.591657077,-0.353833058,-0.935308595,-0.592974071,0.5,0.5,0.1,0.1
28.638,-0.592438758,-0.355702966,-0.934599058,-0.5937492,0.5,0.5,0.1,0.1
28.64,-0.593218071,-0.357571452,-0.933885784,-0.594521953,0.5,0.5,0.1,0.1
28.642,-0.59399501,-0.359438507,-0.933168774,-0.595292329,0.5,0.5,0.1,0.1
28.644,-0.594769573,-0.361304124,-0.932448031,-0.596060323,0.5,0.5,0.1,0.1
28.646,-0.595541758,-0.363168296,-0.931723558,-0.596825933,0.5,0.5,0.1,0.1
28.648,-0.59631156,-0.365031016,-0.930995358,-0.597589156,0.5,0.5,0.1,0.1
28.65,-0.597078977,-0.366892275,-0.930263435,-0.598349988,0.5,0.5,0.1,0.1
28.652,-0.597844005,-0.368752067,-0.92952779,-0.599108427,0.5,0.5,0.1,0.1
28.654,-0.598606643,-0.370610384,-0.928788428,-0.59986447,0.5,0.5,0.1,0.1
28.656,-0.599366885,-0.372467218,-0.92804535,-0.600618113,0.5,0.5,0.1,0.1
28.658,-0.600124731,-0.374322563,-0.92729856,-0.601369354,0.5,0.5,0.1,0.1
28.66,-0.600880175,-0.37617641,-0.92654806,-0.602118189,0.5,0.5,0.1,0.1
28.662,-0.601633217,-0.378028753,-0.925793855,-0.602864616,0.5,0.5,0.1,0.1
28.664,-0.602383851,-0.379879583,-0.925035946,-0.603608631,0.5,0.5,0.1,0.1
28.666,-0.603132077,-0.381728894,-0.924274338,-0.604350232,0.5,0.5,0.1,0.1
28.668,-0.603877889,-0.383576678,-0.923509032,-0.605089416,0.5,0.5,0.1,0.1
28.67,-0.604621287,-0.385422928,-0.922740032,-0.605826179,0.5,0.5,0.1,0.1
28.672,-0.605362265,-0.387267636,-0.921967341,-0.606560518,0.5,0.5,0.1,0.1
28.674,-0.606100823,-0.389110795,-0.921190963,-0.607292432,0.5,0.5,0.1,0.1
28.676,-0.606836955,-0.390952397,-0.920410899,-0.608021916,0.5,0.5,0.1,0.1
28.678,-0.607570661,-0.392792436,-0.919627154,-0.608748969,0.5,0.5,0.1,0.1
28.68,-0.608301936,-0.394630903,-0.91883973,-0.609473586,0.5,0.5,0.1,0.1
28.682,-0.609030778,-0.396467792,-0.918048631,-0.610195765,0.5,0.5,0.1,0.1
28.684,-0.609757184,-0.398303095,-0.91725386,-0.610915504,0.5,0.5,0.1,0.1
28.686,-0.610481151,-0.400136805,-0.91645542,-0.611632799,0.5,0.5,0.1,0.1
28.688,-0.611202676,-0.401968915,-0.915653314,-0.612347647,0.5,0.5,0.1,0.1
28.69,-0.611921756,-0.403799416,-0.914847546,-0.613060046,0.5,0.5,0.1,0.1
28.692,-0.612638388,-0.405628302,-0.914038118,-0.613769993,0.5,0.5,0.1,0.1
28.694,-0.61335257,-0.407455566,-0.913225033,-0.614477485,0.5,0.5,0.1,0.1
28.696,-0.614064299,-0.4092812,-0.912408296,-0.615182519,0.5,0.5,0.1,0.1
28.698,-0.614773571,-0.411105197,-0.91158791,-0.615885092,0.5,0.5,0.1,0.1
28.7,-0.615480384,-0.412927549,-0.910763877,-0.616585201,0.5,0.5,0.1,0.1
28.702,-0.616184735,-0.41474825,-0.909936201,-0.617282845,0.5,0.5,0.1,0.1
28.704,-0.616886622,-0.416567292,-0.909104885,-0.617978019,0.5,0.5,0.1,0.1
28.706,-0.617586041,-0.418384667,-0.908269933,-0.618670721,0.5,0.5,0.1,0.1
28.708,-0.618282989,-0.420200369,-0.907431347,-0.619360948,0.5,0.5,0.1,0.1
28.71,-0.618977465,-0.42201439,-0.906589132,-0.620048698,0.5,0.5,0.1,0.1
28.712,-0.619669464,-0.423826723,-0.905743291,-0.620733968,0.5,0.5,0.1,0.1
28.714,-0.620358985,-0.425637361,-0.904893826,-0.621416755,0.5,0.5,0.1,0.1
28.716,-0.621046025,-0.427446296,-0.904040742,-0.622097056,0.5,0.5,0.1,0.1
28.718,-0.62173058,-0.429253521,-0.903184042,-0.622774869,0.5,0.5,0.1,0.1
28.72,-0.622412648,-0.43105903,-0.90232373,-0.623450191,0.5,0.5,0.1,0.1
28.722,-0.623092227,-0.432862814,-0.901459807,-0.624123019,0.5,0.5,0.1,0.1
28.724,-0.623769313,-0.434664867,-0.900592279,-0.62479335,0.5,0.5,0.1,0.1
28.726,-0.624443904,-0.436465181,-0.899721149,-0.625461183,0.5,0.5,0.1,0.1
28.728,-0.625115998,-0.438263749,-0.89884642,-0.626126513,0.5,0.5,0.1,0.1
28.73,-0.625785591,-0.440060564,-0.897968095,-0.626789339,0.5,0.5,0.1,0.1
28.732,-0.626452681,-0.441855619,-0.897086179,-0.627449658,0.5,0.5,0.1,0.1
28.734,-0.627117265,-0.443648906,-0.896200674,-0.628107467,0.5,0.5,0.1,0.1
28.736,-0.62777934,-0.445440419,-0.895311584,-0.628762764,0.5,0.5,0.1,0.1
28.738,-0.628438905,-0.44723015,-0.894418914,-0.629415545,0.5,0.5,0.1,0.1
28.74,-0.629095955,-0.449018092,-0.893522665,-0.630065809,0.5,0.5,0.1,0.1
28.742,-0.62975049,-0.450804238,-0.892622842,-0.630713552,0.5,0.5,0.1,0.1
28.744,-0.630402505,-0.452588581,-0.891719449,-0.631358773,0.5,0.5,0.1,0.1
28.746,-0.631051999,-0.454371114,-0.890812489,-0.632001469,0.5,0.5,0.1,0.1
28.748,-0.631698968,-0.456151829,-0.889901966,-0.632641636,0.5,0.5,0.1,0.1
28.75,-0.632343411,-0.457930719,-0.888987883,-0.633279273,0.5,0.5,0.1,0.1
28.752,-0.632985324,-0.459707778,-0.888070244,-0.633914376,0.5,0.5,0.1,0.1
28.754,-0.633624706,-0.461482998,-0.887149053,-0.634546944,0.5,0.5,0.1,0.1
28.756,-0.634261553,-0.463256372,-0.886224314,-0.635176974,0.5,0.5,0.1,0.1
28.758,-0.634895862,-0.465027893,-0.885296029,-0.635804463,0.5,0.5,0.1,0.1
28.76,-0.635527633,-0.466797554,-0.884364203,-0.636429409,0.5,0.5,0.1,0.1
28.762,-0.636156861,-0.468565347,-0.88342884,-0.637051809,0.5,0.5,0.1,0.1
28.764,-0.636783544,-0.470331267,-0.882489943,-0.637671661,0.5,0.5,0.1,0.1
28.766,-0.637407681,-0.472095305,-0.881547516,-0.638288962,0.5,0.5,0.1,0.1
28.768,-0.638029268,-0.473857454,-0.880601563,-0.63890371,0.5,0.5,0.1,0.1
28.77,-0.638648302,-0.475617709,-0.879652088,-0.639515903,0.5,0.5,0.1,0.1
28.772,-0.639264782,-0.47737606,-0.878699094,-0.640125537,0.5,0.5,0.1,0.1
28.774,-0.639878705,-0.479132503,-0.877742585,-0.640732611,0.5,0.5,0.1,0.1
28.776,-0.640490069,-0.480887028,-0.876782565,-0.641337122,0.5,0.5,0.1,0.1
28.778,-0.64109887,-0.482639631,-0.875819038,-0.641939068,0.5,0.5,0.1,0.1
28.78,-0.641705107,-0.484390302,-0.874852008,-0.642538445,0.5,0.5,0.1,0.1
28.782,-0.642308778,-0.486139036,-0.873881478,-0.643135253,0.5,0.5,0.1,0.1
28.784,-0.642909879,-0.487885826,-0.872907453,-0.643729488,0.5,0.5,0.1,0.1
28.786,-0.643508408,-0.489630664,-0.871929936,-0.644321149,0.5,0.5,0.1,0.1
28.788,-0.644104364,-0.491373543,-0.870948931,-0.644910232,0.5,0.5,0.1,0.1
28.79,-0.644697743,-0.493114457,-0.869964443,-0.645496735,0.5,0.5,0.1,0.1
28.792,-0.645288543,-0.494853399,-0.868976475,-0.646080656,0.5,0.5,0.1,0.1
28.794,-0.645876762,-0.496590361,-0.867985031,-0.646661993,0.5,0.5,0.1,0.1
28.796,-0.646462397,-0.498325336,-0.866990115,-0.647240744,0.5,0.5,0.1,0.1
28.798,-0.647045447,-0.500058319,-0.865991731,-0.647816905,0.5,0.5,0.1,0.1
28.8,-0.647625909,-0.501789301,-0.864989883,-0.648390475,0.5,0.5,0.1,0.1
28.802,-0.64820378,-0.503518276,-0.863984575,-0.648961452,0.5,0.5,0.1,0.1
28.804,-0.648779058,-0.505245237,-0.862975811,-0.649529833,0.5,0.5,0.1,0.1
28.806,-0.649351741,-0.506970177,-0.861963595,-0.650095615,0.5,0.5,0.1,0.1
28.808,-0.649921827,-0.508693089,-0.860947932,-0.650658798,0.5,0.5,0.1,0.1
28.81,-0.650489313,-0.510413966,-0.859928824,-0.651219377,0.5,0.5,0.1,0.1
28.812,-0.651054197,-0.512132802,-0.858906277,-0.651777352,0.5,0.5,0.1,0.1
28.814,-0.651616476,-0.513849589,-0.857880294,-0.65233272,0.5,0.5,0.1,0.1
28.816,-0.65217615,-0.515564321,-0.85685088,-0.652885478,0.5,0.5,0.1,0.1
28.818,-0.652733214,-0.51727699,-0.855818039,-0.653435625,0.5,0.5,0.1,0.1
28.82,-0.653287668,-0.518987591,-0.854781774,-0.653983158,0.5,0.5,0.1,0.1
28.822,-0.653839509,-0.520696115,-0.85374209,-0.654528075,0.5,0.5,0.1,0.1
28.824,-0.654388734,-0.522402557,-0.852698991,-0.655070374,0.5,0.5,0.1,0.1
28.826,-0.654935342,-0.524106909,-0.851652481,-0.655610052,0.5,0.5,0.1,0.1
28.828,-0.655479329,-0.525809165,-0.850602564,-0.656147109,0.5,0.5,0.1,0.1
28.83,-0.656020695,-0.527509317,-0.849549245,-0.65668154,0.5,0.5,0.1,0.1
28.832,-0.656559437,-0.529207359,-0.848492528,-0.657213345,0.5,0.5,0.1,0.1
28.834,-0.657095553,-0.530903285,-0.847432417,-0.657742521,0.5,0.5,0.1,0.1
28.836,-0.65762904,-0.532597087,-0.846368917,-0.658269066,0.5,0.5,0.1,0.1
28.838,-0.658159897,-0.534288758,-0.845302031,-0.658792979,0.5,0.5,0.1,0.1
28.84,-0.658688121,-0.535978293,-0.844231763,-0.659314255,0.5,0.5,0.1,0.1
28.842,-0.659213711,-0.537665683,-0.843158119,-0.659832895,0.5,0.5,0.1,0.1
28.844,-0.659736663,-0.539350923,-0.842081102,-0.660348895,0.5,0.5,0.1,0.1
28.846,-0.660256977,-0.541034005,-0.841000717,-0.660862254,0.5,0.5,0.1,0.1
28.848,-0.660774649,-0.542714923,-0.839916967,-0.66137297,0.5,0.5,0.1,0.1
28.85,-0.661289679,-0.544393671,-0.838829858,-0.66188104,0.5,0.5,0.1,0.1
28.852,-0.661802063,-0.546070241,-0.837739394,-0.662386462,0.5,0.5,0.1,0.1
28.854,-0.6623118,-0.547744626,-0.836645579,-0.662889235,0.5,0.5,0.1,0.1
28.856,-0.662818888,-0.549416821,-0.835548417,-0.663389356,0.5,0.5,0.1,0.1
28.858,-0.663323325,-0.551086818,-0.834447913,-0.663886824,0.5,0.5,0.1,0.1
28.86,-0.663825108,-0.55275461,-0.833344071,-0.664381636,0.5,0.5,0.1,0.1
28.862,-0.664324236,-0.554420192,-0.832236896,-0.664873791,0.5,0.5,0.1,0.1
28.864,-0.664820707,-0.556083556,-0.831126392,-0.665363286,0.5,0.5,0.1,0.1
28.866,-0.665314518,-0.557744695,-0.830012563,-0.66585012,0.5,0.5,0.1,0.1
28.868,-0.665805668,-0.559403604,-0.828895415,-0.66633429,0.5,0.5,0.1,0.1
28.87,-0.666294155,-0.561060274,-0.82777495,-0.666815795,0.5,0.5,0.1,0.1
28.872,-0.666779977,-0.562714701,-0.826651175,-0.667294633,0.5,0.5,0.1,0.1
28.874,-0.667263131,-0.564366877,-0.825524093,-0.667770802,0.5,0.5,0.1,0.1
28.876,-0.667743617,-0.566016795,-0.824393709,-0.668244299,0.5,0.5,0.1,0.1
28.878,-0.668221432,-0.56766445,-0.823260027,-0.668715124,0.5,0.5,0.1,0.1
28.88,-0.668696573,-0.569309833,-0.822123053,-0.669183273,0.5,0.5,0.1,0.1
28.882,-0.66916904,-0.57095294,-0.82098279,-0.669648746,0.5,0.5,0.1,0.1
28.884,-0.669638831,-0.572593762,-0.819839242,-0.670111541,0.5,0.5,0.1,0.1
28.886,-0.670105942,-0.574232294,-0.818692416,-0.670571654,0.5,0.5,0.1,0.1
28.888,-0.670570374,-0.57586853,-0.817542315,-0.671029086,0.5,0.5,0.1,0.1
28.89,-0.671032123,-0.577502461,-0.816388943,-0.671483834,0.5,0.5,0.1,0.1
28.892,-0.671491187,-0.579134083,-0.815232307,-0.671935895,0.5,0.5,0.1,0.1
28.894,-0.671947566,-0.580763389,-0.814072409,-0.672385269,0.5,0.5,0.1,0.1
28.896,-0.672401258,-0.582390371,-0.812909255,-0.672831953,0.5,0.5,0.1,0.1
28.898,-0.672852259,-0.584015023,-0.811742849,-0.673275946,0.5,0.5,0.1,0.1
28.9,-0.673300569,-0.58563734,-0.810573196,-0.673717246,0.5,0.5,0.1,0.1
28.902,-0.673746186,-0.587257314,-0.809400301,-0.674155851,0.5,0.5,0.1,0.1
28.904,-0.674189108,-0.588874939,-0.808224168,-0.674591759,0.5,0.5,0.1,0.1
28.906,-0.674629333,-0.590490209,-0.807044803,-0.675024969,0.5,0.5,0.1,0.1
28.908,-0.67506686,-0.592103116,-0.805862209,-0.675455479,0.5,0.5,0.1,0.1
28.91,-0.675501686,-0.593713655,-0.804676392,-0.675883287,0.5,0.5,0.1,0.1
28.912,-0.675933811,-0.59532182,-0.803487356,-0.676308392,0.5,0.5,0.1,0.1
28.914,-0.676363231,-0.596927602,-0.802295106,-0.676730791,0.5,0.5,0.1,0.1
28.916,-0.676789946,-0.598530998,-0.801099647,-0.677150483,0.5,0.5,0.1,0.1
28.918,-0.677213954,-0.600131999,-0.799900984,-0.677567467,0.5,0.5,0.1,0.1
28.92,-0.677635254,-0.6017306,-0.798699121,-0.677981741,0.5,0.5,0.1,0.1
28.922,-0.678053842,-0.603326793,-0.797494063,-0.678393302,0.5,0.5,0.1,0.1
28.924,-0.678469719,-0.604920574,-0.796285815,-0.67880215,0.5,0.5,0.1,0.1
28.926,-0.678882881,-0.606511934,-0.795074382,-0.679208283,0.5,0.5,0.1,0.1
28.928,-0.679293328,-0.608100869,-0.793859769,-0.679611699,0.5,0.5,0.1,0.1
28.93,-0.679701058,-0.609687371,-0.79264198,-0.680012397,0.5,0.5,0.1,0.1
28.932,-0.680106069,-0.611271435,-0.791421021,-0.680410374,0.5,0.5,0.1,0.1
28.934,-0.68050836,-0.612853053,-0.790196896,-0.68080563,0.5,0.5,0.1,0.1
28.936,-0.680907928,-0.61443222,-0.788969611,-0.681198162,0.5,0.5,0.1,0.1
28.938,-0.681304773,-0.61600893,-0.787739169,-0.68158797,0.5,0.5,0.1,0.1
28.94,-0.681698893,-0.617583175,-0.786505577,-0.681975052,0.5,0.5,0.1,0.1
28.942,-0.682090286,-0.61915495,-0.785268838,-0.682359405,0.5,0.5,0.1,0.1
28.944,-0.682478951,-0.620724248,-0.784028958,-0.682741029,0.5,0.5,0.1,0.1
28.946,-0.682864885,-0.622291064,-0.782785943,-0.683119923,0.5,0.5,0.1,0.1
28.948,-0.683248089,-0.62385539,-0.781539796,-0.683496083,0.5,0.5,0.1,0.1
28.95,-0.683628559,-0.625417221,-0.780290523,-0.68386951,0.5,0.5,0.1,0.1
28.952,-0.684006294,-0.62697655,-0.779038129,-0.684240201,0.5,0.5,0.1,0.1
28.954,-0.684381294,-0.628533371,-0.777782618,-0.684608156,0.5,0.5,0.1,0.1
28.956,-0.684753556,-0.630087678,-0.776523997,-0.684973371,0.5,0.5,0.1,0.1
28.958,-0.685123079,-0.631639465,-0.775262269,-0.685335847,0.5,0.5,0.1,0.1
28.96,-0.685489862,-0.633188725,-0.773997441,-0.685695582,0.5,0.5,0.1,0.1
28.962,-0.685853903,-0.634735453,-0.772729516,-0.686052574,0.5,0.5,0.1,0.1
28.964,-0.6862152,-0.636279641,-0.771458501,-0.686406821,0.5,0.5,0.1,0.1
28.966,-0.686573752,-0.637821285,-0.770184399,-0.686758323,0.5,0.5,0.1,0.1
28.968,-0.686929559,-0.639360377,-0.768907217,-0.687107078,0.5,0.5,0.1,0.1
28.97,-0.687282617,-0.640896912,-0.767626959,-0.687453085,0.5,0.5,0.1,0.1
28.972,-0.687632926,-0.642430883,-0.766343631,-0.687796342,0.5,0.5,0.1,0.1
28.974,-0.687980485,-0.643962284,-0.765057238,-0.688136847,0.5,0.5,0.1,0.1
28.976,-0.688325292,-0.64549111,-0.763767784,-0.6884746,0.5,0.5,0.1,0.1
28.978,-0.688667345,-0.647017353,-0.762475275,-0.688809599,0.5,0.5,0.1,0.1
