Time,Theta_SW,Theta_H,Theta_A,Theta_S,K_H,K_A,B_H,B_A
0.604,0.690597707,0.56793929,0.823070448,0.690949232,0.5,0.5,0.1,0.1
0.606,0.691217057,0.569584294,0.821932924,0.691560637,0.5,0.5,0.1,0.1
0.608,0.691821997,0.571227019,0.820792113,0.692167843,0.5,0.5,0.1,0.1
0.61,0.692413047,0.57286746,0.819648018,0.692770515,0.5,0.5,0.1,0.1
0.612,0.692991056,0.574505609,0.818500644,0.693367991,0.5,0.5,0.1,0.1
0.614,0.693557136,0.57614146,0.817349997,0.693959339,0.5,0.5,0.1,0.1
0.616,0.694112591,0.577775007,0.81619608,0.69454344,0.5,0.5,0.1,0.1
0.618,0.694658824,0.579406243,0.815038898,0.695119072,0.5,0.5,0.1,0.1
0.62,0.695197237,0.581035161,0.813878457,0.695685011,0.5,0.5,0.1,0.1
0.622,0.695729144,0.582661754,0.812714759,0.696240125,0.5,0.5,0.1,0.1
0.624,0.696255678,0.584286017,0.811547811,0.696783458,0.5,0.5,0.1,0.1
0.626,0.696777723,0.585907943,0.810377617,0.697314302,0.5,0.5,0.1,0.1
0.628,0.697295861,0.587527526,0.809204181,0.697832252,0.5,0.5,0.1,0.1
0.63,0.697810342,0.589144758,0.808027508,0.698337232,0.5,0.5,0.1,0.1
0.632,0.698321077,0.590759634,0.806847604,0.698829505,0.5,0.5,0.1,0.1
0.634,0.698827658,0.592372146,0.805664471,0.69930965,0.5,0.5,0.1,0.1
0.636,0.6993294,0.593982289,0.804478117,0.699778523,0.5,0.5,0.1,0.1
0.638,0.6998254,0.595590057,0.803288544,0.700237198,0.5,0.5,0.1,0.1
0.64,0.700314615,0.597195441,0.802095758,0.700686887,0.5,0.5,0.1,0.1
0.642,0.700795939,0.598798437,0.800899764,0.701128862,0.5,0.5,0.1,0.1
0.644,0.701268297,0.600399038,0.799700566,0.701564365,0.5,0.5,0.1,0.1
0.646,0.701730724,0.601997238,0.798498169,0.701994527,0.5,0.5,0.1,0.1
0.648,0.702182437,0.603593029,0.797292578,0.702420292,0.5,0.5,0.1,0.1
0.65,0.702622896,0.605186406,0.796083799,0.702842364,0.5,0.5,0.1,0.1
0.652,0.703051846,0.606777362,0.794871834,0.703261161,0.5,0.5,0.1,0.1
0.654,0.703469328,0.608365891,0.793656691,0.7036768,0.5,0.5,0.1,0.1
0.656,0.703875685,0.609951987,0.792438372,0.704089096,0.5,0.5,0.1,0.1
0.658,0.704271535,0.611535642,0.791216884,0.704497591,0.5,0.5,0.1,0.1
0.66,0.704657722,0.613116852,0.789992231,0.704901595,0.5,0.5,0.1,0.1
0.662,0.705035265,0.614695609,0.788764419,0.705300245,0.5,0.5,0.1,0.1
0.664,0.705405282,0.616271908,0.787533451,0.705692577,0.5,0.5,0.1,0.1
0.666,0.705768913,0.617845741,0.786299333,0.706077602,0.5,0.5,0.1,0.1
0.668,0.706127247,0.619417103,0.785062069,0.706454383,0.5,0.5,0.1,0.1
0.67,0.706481246,0.620985987,0.783821666,0.706822108,0.5,0.5,0.1,0.1
0.672,0.706831686,0.622552387,0.782578127,0.707180148,0.5,0.5,0.1,0.1
0.674,0.707179111,0.624116297,0.781331458,0.707528108,0.5,0.5,0.1,0.1
0.676,0.7075238,0.625677711,0.780081664,0.707865854,0.5,0.5,0.1,0.1
0.678,0.707865759,0.627236622,0.778828749,0.708193523,0.5,0.5,0.1,0.1
0.68,0.708204734,0.628793024,0.777572719,0.708511515,0.5,0.5,0.1,0.1
0.682,0.708540232,0.630346911,0.776313578,0.708820464,0.5,0.5,0.1,0.1
0.684,0.708871571,0.631898276,0.775051333,0.70912119,0.5,0.5,0.1,0.1
0.686,0.709197939,0.633447114,0.773785987,0.709414648,0.5,0.5,0.1,0.1
0.688,0.709518454,0.634993418,0.772517546,0.709701856,0.5,0.5,0.1,0.1
0.69,0.709832239,0.636537182,0.771246015,0.709983829,0.5,0.5,0.1,0.1
0.692,0.710138484,0.6380784,0.769971399,0.71026151,0.5,0.5,0.1,0.1
0.694,0.710436516,0.639617066,0.768693703,0.710535707,0.5,0.5,0.1,0.1
0.696,0.710725841,0.641153173,0.767412932,0.710807048,0.5,0.5,0.1,0.1
0.698,0.711006186,0.642686715,0.766129092,0.711075934,0.5,0.5,0.1,0.1
0.7,0.711277518,0.644217687,0.764842187,0.711342531,0.5,0.5,0.1,0.1
0.702,0.711540048,0.645746082,0.763552223,0.711606756,0.5,0.5,0.1,0.1
0.704,0.711794211,0.647271894,0.762259205,0.711868301,0.5,0.5,0.1,0.1
0.706,0.712040642,0.648795117,0.760963137,0.712126656,0.5,0.5,0.1,0.1
0.708,0.712280127,0.650315745,0.759664026,0.712381162,0.5,0.5,0.1,0.1
0.71,0.712513549,0.651833771,0.758361876,0.712631058,0.5,0.5,0.1,0.1
0.712,0.712741826,0.65334919,0.757056693,0.712875547,0.5,0.5,0.1,0.1
0.714,0.712965852,0.654861996,0.755748481,0.713113858,0.5,0.5,0.1,0.1
0.716,0.713186435,0.656372182,0.754437246,0.7133453,0.5,0.5,0.1,0.1
0.718,0.713404247,0.657879743,0.753122994,0.713569321,0.5,0.5,0.1,0.1
0.72,0.713619778,0.659384672,0.751805729,0.713785547,0.5,0.5,0.1,0.1
0.722,0.713833315,0.660886964,0.750485457,0.713993807,0.5,0.5,0.1,0.1
0.724,0.714044922,0.662386612,0.749162183,0.71419415,0.5,0.5,0.1,0.1
0.726,0.714254451,0.66388361,0.747835912,0.714386838,0.5,0.5,0.1,0.1
0.728,0.714461554,0.665377953,0.74650665,0.714572331,0.5,0.5,0.1,0.1
0.73,0.71466572,0.666869635,0.745174402,0.714751248,0.5,0.5,0.1,0.1
0.732,0.714866317,0.668358649,0.743839174,0.714924332,0.5,0.5,0.1,0.1
0.734,0.715062643,0.66984499,0.74250097,0.715092392,0.5,0.5,0.1,0.1
0.736,0.715253984,0.671328651,0.741159795,0.71525625,0.5,0.5,0.1,0.1
0.738,0.715439665,0.672809627,0.739815657,0.715416683,0.5,0.5,0.1,0.1
0.74,0.715619107,0.674287912,0.738468559,0.715574376,0.5,0.5,0.1,0.1
0.742,0.715791864,0.675763499,0.737118507,0.715729876,0.5,0.5,0.1,0.1
0.744,0.715957665,0.677236384,0.735765507,0.715883558,0.5,0.5,0.1,0.1
0.746,0.716116423,0.678706559,0.734409563,0.716035607,0.5,0.5,0.1,0.1
0.748,0.716268252,0.68017402,0.733050682,0.716186008,0.5,0.5,0.1,0.1
0.75,0.71641345,0.68163876,0.731688869,0.71633456,0.5,0.5,0.1,0.1
0.752,0.716552484,0.683100774,0.730324129,0.716480894,0.5,0.5,0.1,0.1
0.754,0.716685953,0.684560055,0.728956468,0.716624504,0.5,0.5,0.1,0.1
0.756,0.716814549,0.686016597,0.72758589,0.716764793,0.5,0.5,0.1,0.1
0.758,0.716939005,0.687470396,0.726212403,0.716901121,0.5,0.5,0.1,0.1
0.76,0.717060048,0.688921445,0.724836011,0.717032851,0.5,0.5,0.1,0.1
0.762,0.717178349,0.690369738,0.723456719,0.717159403,0.5,0.5,0.1,0.1
0.764,0.717294481,0.69181527,0.722074534,0.717280293,0.5,0.5,0.1,0.1
0.766,0.717408878,0.693258035,0.72068946,0.717395174,0.5,0.5,0.1,0.1
0.768,0.717521816,0.694698026,0.719301503,0.717503857,0.5,0.5,0.1,0.1
0.77,0.717633394,0.696135239,0.71791067,0.717606328,0.5,0.5,0.1,0.1
0.772,0.717743536,0.697569667,0.716516964,0.717702747,0.5,0.5,0.1,0.1
0.774,0.717852001,0.699001305,0.715120393,0.717793438,0.5,0.5,0.1,0.1
0.776,0.717958408,0.700430146,0.713720961,0.717878863,0.5,0.5,0.1,0.1
0.778,0.718062268,0.701856187,0.712318674,0.717959593,0.5,0.5,0.1,0.1
0.78,0.718163024,0.703279419,0.710913538,0.718036265,0.5,0.5,0.1,0.1
0.782,0.718260094,0.704699839,0.709505558,0.718109537,0.5,0.5,0.1,0.1
0.784,0.718352918,0.70611744,0.708094741,0.718180046,0.5,0.5,0.1,0.1
0.786,0.718441,0.707532216,0.70668109,0.718248366,0.5,0.5,0.1,0.1
0.788,0.718523945,0.708944162,0.705264614,0.718314965,0.5,0.5,0.1,0.1
0.79,0.718601488,0.710353272,0.703845316,0.718380183,0.5,0.5,0.1,0.1
0.792,0.718673512,0.711759541,0.702423202,0.718444209,0.5,0.5,0.1,0.1
0.794,0.718740059,0.713162963,0.700998279,0.718507071,0.5,0.5,0.1,0.1
0.796,0.718801325,0.714563533,0.699570552,0.718568645,0.5,0.5,0.1,0.1
0.798,0.718857646,0.715961244,0.698140027,0.718628665,0.5,0.5,0.1,0.1
0.8,0.718909473,0.717356091,0.696706709,0.718686746,0.5,0.5,0.1,0.1
0.802,0.718957341,0.718748069,0.695270605,0.718742421,0.5,0.5,0.1,0.1
0.804,0.719001829,0.720137171,0.693831719,0.718795176,0.5,0.5,0.1,0.1
0.806,0.719043526,0.721523394,0.692390058,0.718844489,0.5,0.5,0.1,0.1
0.808,0.719082983,0.72290673,0.690945627,0.718889871,0.5,0.5,0.1,0.1
0.81,0.719120682,0.724287174,0.689498433,0.718930903,0.5,0.5,0.1,0.1
0.812,0.719157002,0.725664722,0.688048481,0.718967269,0.5,0.5,0.1,0.1
0.814,0.719192199,0.727039366,0.686595776,0.718998772,0.5,0.5,0.1,0.1
0.816,0.719226386,0.728411103,0.685140325,0.719025359,0.5,0.5,0.1,0.1
0.818,0.719259538,0.729779926,0.683682134,0.719047114,0.5,0.5,0.1,0.1
0.82,0.719291492,0.73114583,0.682221207,0.719064257,0.5,0.5,0.1,0.1
0.822,0.719321966,0.732508809,0.680757552,0.719077128,0.5,0.5,0.1,0.1
0.824,0.719350583,0.733868858,0.679291174,0.719086159,0.5,0.5,0.1,0.1
0.826,0.7193769,0.735225972,0.677822079,0.719091846,0.5,0.5,0.1,0.1
0.828,0.719400448,0.736580145,0.676350272,0.719094713,0.5,0.5,0.1,0.1
0.83,0.719420761,0.737931371,0.67487576,0.719095278,0.5,0.5,0.1,0.1
0.832,0.719437419,0.739279646,0.673398549,0.719094015,0.5,0.5,0.1,0.1
0.834,0.719450071,0.740624964,0.671918643,0.719091322,0.5,0.5,0.1,0.1
0.836,0.719458469,0.741967319,0.670436051,0.719087499,0.5,0.5,0.1,0.1
0.838,0.719462479,0.743306706,0.668950776,0.719082728,0.5,0.5,0.1,0.1
0.84,0.719462094,0.74464312,0.667462826,0.719077065,0.5,0.5,0.1,0.1
0.842,0.719457433,0.745976555,0.665972206,0.719070437,0.5,0.5,0.1,0.1
0.844,0.719448731,0.747307007,0.664478922,0.719062655,0.5,0.5,0.1,0.1
0.846,0.719436321,0.748634469,0.66298298,0.719053431,0.5,0.5,0.1,0.1
0.848,0.719420615,0.749958937,0.661484386,0.719042398,0.5,0.5,0.1,0.1
0.85,0.719402067,0.751280405,0.659983146,0.719029145,0.5,0.5,0.1,0.1
0.852,0.719381147,0.752598868,0.658479266,0.719013244,0.5,0.5,0.1,0.1
0.854,0.719358304,0.75391432,0.656972752,0.718994288,0.5,0.5,0.1,0.1
0.856,0.71933394,0.755226757,0.655463611,0.718971915,0.5,0.5,0.1,0.1
0.858,0.719308382,0.756536173,0.653951847,0.71894584,0.5,0.5,0.1,0.1
0.86,0.719281859,0.757842563,0.652437468,0.718915871,0.5,0.5,0.1,0.1
0.862,0.71925449,0.759145921,0.650920479,0.718881927,0.5,0.5,0.1,0.1
0.864,0.719226282,0.760446243,0.649400887,0.718844039,0.5,0.5,0.1,0.1
0.866,0.719197128,0.761743523,0.647878696,0.718802351,0.5,0.5,0.1,0.1
0.868,0.719166821,0.763037756,0.646353914,0.718757105,0.5,0.5,0.1,0.1
0.87,0.719135072,0.764328937,0.644826547,0.718708625,0.5,0.5,0.1,0.1
0.872,0.719101532,0.765617061,0.643296601,0.718657294,0.5,0.5,0.1,0.1
0.874,0.71906582,0.766902122,0.641764081,0.718603527,0.5,0.5,0.1,0.1
0.876,0.719027554,0.768184115,0.640228994,0.718547738,0.5,0.5,0.1,0.1
0.878,0.718986376,0.769463036,0.638691347,0.718490316,0.5,0.5,0.1,0.1
0.88,0.718941981,0.770738879,0.637151144,0.718431598,0.5,0.5,0.1,0.1
0.882,0.71889414,0.772011639,0.635608393,0.718371843,0.5,0.5,0.1,0.1
0.884,0.718842712,0.773281311,0.6340631,0.71831122,0.5,0.5,0.1,0.1
0.886,0.718787658,0.77454789,0.63251527,0.718249799,0.5,0.5,0.1,0.1
0.888,0.718729041,0.77581137,0.63096491,0.718187545,0.5,0.5,0.1,0.1
0.89,0.718667019,0.777071748,0.629412027,0.718124326,0.5,0.5,0.1,0.1
0.892,0.718601837,0.778329017,0.627856625,0.718059924,0.5,0.5,0.1,0.1
0.894,0.718533803,0.779583172,0.626298713,0.717994056,0.5,0.5,0.1,0.1
0.896,0.718463272,0.78083421,0.624738295,0.717926394,0.5,0.5,0.1,0.1
0.898,0.718390616,0.782082124,0.623175378,0.717856588,0.5,0.5,0.1,0.1
0.9,0.718316201,0.78332691,0.621609968,0.717784299,0.5,0.5,0.1,0.1
0.902,0.718240356,0.784568562,0.620042072,0.717709218,0.5,0.5,0.1,0.1
0.904,0.71816336,0.785807076,0.618471696,0.717631092,0.5,0.5,0.1,0.1
0.906,0.718085414,0.787042447,0.616898846,0.717549737,0.5,0.5,0.1,0.1
0.908,0.718006637,0.78827467,0.615323528,0.71746506,0.5,0.5,0.1,0.1
0.91,0.717927053,0.78950374,0.613745749,0.717377053,0.5,0.5,0.1,0.1
0.912,0.717846598,0.790729651,0.612165516,0.717285804,0.5,0.5,0.1,0.1
0.914,0.717765121,0.7919524,0.610582833,0.717191481,0.5,0.5,0.1,0.1
0.916,0.717682401,0.793171981,0.608997708,0.717094324,0.5,0.5,0.1,0.1
0.918,0.717598164,0.794388389,0.607410147,0.716994625,0.5,0.5,0.1,0.1
0.92,0.717512104,0.79560162,0.605820157,0.716892708,0.5,0.5,0.1,0.1
0.922,0.717423906,0.796811668,0.604227743,0.716788905,0.5,0.5,0.1,0.1
0.924,0.71733327,0.798018529,0.602632912,0.716683532,0.5,0.5,0.1,0.1
0.926,0.717239931,0.799222198,0.601035671,0.716576868,0.5,0.5,0.1,0.1
0.928,0.717143681,0.80042267,0.599436025,0.716469138,0.5,0.5,0.1,0.1
0.93,0.717044382,0.801619941,0.597833982,0.716360495,0.5,0.5,0.1,0.1
0.932,0.716941973,0.802814005,0.596229548,0.716251012,0.5,0.5,0.1,0.1
0.934,0.716836479,0.804004857,0.594622728,0.71614068,0.5,0.5,0.1,0.1
0.936,0.716728,0.805192494,0.593013531,0.71602941,0.5,0.5,0.1,0.1
0.938,0.716616711,0.80637691,0.591401961,0.71591704,0.5,0.5,0.1,0.1
0.94,0.716502843,0.8075581,0.589788025,0.715803351,0.5,0.5,0.1,0.1
0.942,0.716386669,0.808736061,0.58817173,0.715688081,0.5,0.5,0.1,0.1
0.944,0.716268482,0.809910786,0.586553083,0.715570948,0.5,0.5,0.1,0.1
0.946,0.716148575,0.811082271,0.584932089,0.71545167,0.5,0.5,0.1,0.1
0.948,0.716027219,0.812250513,0.583308756,0.715329985,0.5,0.5,0.1,0.1
0.95,0.715904648,0.813415505,0.581683089,0.71520567,0.5,0.5,0.1,0.1
0.952,0.715781037,0.814577243,0.580055096,0.715078556,0.5,0.5,0.1,0.1
0.954,0.715656498,0.815735724,0.578424783,0.714948542,0.5,0.5,0.1,0.1
0.956,0.715531068,0.816890941,0.576792155,0.714815599,0.5,0.5,0.1,0.1
0.958,0.715404708,0.818042891,0.575157221,0.714679772,0.5,0.5,0.1,0.1
0.96,0.715277314,0.819191568,0.573519986,0.714541173,0.5,0.5,0.1,0.1
0.962,0.715148717,0.820336969,0.571880457,0.714399977,0.5,0.5,0.1,0.1
0.964,0.715018704,0.821479089,0.57023864,0.714256406,0.5,0.5,0.1,0.1
0.966,0.714887027,0.822617922,0.568594543,0.714110709,0.5,0.5,0.1,0.1
0.968,0.714753431,0.823753465,0.566948171,0.71396315,0.5,0.5,0.1,0.1
0.97,0.714617663,0.824885713,0.565299531,0.713813986,0.5,0.5,0.1,0.1
0.972,0.714479498,0.826014662,0.56364863,0.713663447,0.5,0.5,0.1,0.1
0.974,0.714338749,0.827140306,0.561995475,0.713511723,0.5,0.5,0.1,0.1
0.976,0.714195284,0.828262642,0.560340071,0.71335895,0.5,0.5,0.1,0.1
0.978,0.714049034,0.829381665,0.558682426,0.713205203,0.5,0.5,0.1,0.1
0.98,0.713899992,0.83049737,0.557022547,0.713050488,0.5,0.5,0.1,0.1
0.982,0.713748221,0.831609754,0.555360439,0.712894748,0.5,0.5,0.1,0.1
0.984,0.713593841,0.832718811,0.55369611,0.712737863,0.5,0.5,0.1,0.1
0.986,0.713437023,0.833824537,0.552029566,0.712579665,0.5,0.5,0.1,0.1
0.988,0.713277974,0.834926928,0.550360814,0.712419948,0.5,0.5,0.1,0.1
0.99,0.713116925,0.836025979,0.548689861,0.712258484,0.5,0.5,0.1,0.1
0.992,0.712954108,0.837121686,0.547016712,0.71209504,0.5,0.5,0.1,0.1
0.994,0.712789745,0.838214044,0.545341376,0.711929394,0.5,0.5,0.1,0.1
0.996,0.71262403,0.83930305,0.543663858,0.711761355,0.5,0.5,0.1,0.1
0.998,0.712457116,0.840388698,0.541984166,0.711590768,0.5,0.5,0.1,0.1
1,0.712289103,0.841470985,0.540302306,0.711417533,0.5,0.5,0.1,0.1
1.002,0.712120034,0.842549906,0.538618284,0.711241606,0.5,0.5,0.1,0.1
1.004,0.711949892,0.843625457,0.536932108,0.711063003,0.5,0.5,0.1,0.1
1.006,0.711778605,0.844697633,0.535243785,0.710881797,0.5,0.5,0.1,0.1
1.008,0.711606045,0.84576643,0.53355332,0.710698111,0.5,0.5,0.1,0.1
1.01,0.711432046,0.846831845,0.531860721,0.710512111,0.5,0.5,0.1,0.1
1.012,0.711256413,0.847893872,0.530165995,0.710323989,0.5,0.5,0.1,0.1
1.014,0.711078936,0.848952507,0.528469148,0.710133954,0.5,0.5,0.1,0.1
1.016,0.710899407,0.850007747,0.526770187,0.709942211,0.5,0.5,0.1,0.1
1.018,0.710717633,0.851059587,0.525069119,0.70974895,0.5,0.5,0.1,0.1
1.02,0.71053345,0.852108022,0.523365951,0.70955433,0.5,0.5,0.1,0.1
1.022,0.710346736,0.853153049,0.52166069,0.709358471,0.5,0.5,0.1,0.1
1.024,0.710157417,0.854194663,0.519953341,0.709161445,0.5,0.5,0.1,0.1
1.026,0.709965471,0.855232861,0.518243913,0.708963269,0.5,0.5,0.1,0.1
1.028,0.709770928,0.856267638,0.516532412,0.708763907,0.5,0.5,0.1,0.1
1.03,0.709573871,0.857298989,0.514818845,0.708563274,0.5,0.5,0.1,0.1
1.032,0.709374423,0.858326912,0.513103218,0.708361241,0.5,0.5,0.1,0.1
1.034,0.709172742,0.859351401,0.51138554,0.708157647,0.5,0.5,0.1,0.1
1.036,0.708969005,0.860372452,0.509665815,0.707952308,0.5,0.5,0.1,0.1
1.038,0.708763397,0.861390063,0.507944052,0.707745034,0.5,0.5,0.1,0.1
1.04,0.7085561,0.862404227,0.506220257,0.70753564,0.5,0.5,0.1,0.1
1.042,0.708347272,0.863414942,0.504494437,0.70732396,0.5,0.5,0.1,0.1
1.044,0.708137044,0.864422204,0.5027666,0.707109858,0.5,0.5,0.1,0.1
1.046,0.707925507,0.865426007,0.501036751,0.706893238,0.5,0.5,0.1,0.1
1.048,0.707712706,0.866426349,0.499304898,0.706674047,0.5,0.5,0.1,0.1
1.05,0.707498638,0.867423226,0.497571048,0.706452283,0.5,0.5,0.1,0.1
1.052,0.707283254,0.868416632,0.495835207,0.706227989,0.5,0.5,0.1,0.1
1.054,0.707066461,0.869406565,0.494097384,0.70600125,0.5,0.5,0.1,0.1
1.056,0.706848129,0.87039302,0.492357584,0.70577219,0.5,0.5,0.1,0.1
1.058,0.706628105,0.871375994,0.490615814,0.705540955,0.5,0.5,0.1,0.1
1.06,0.706406219,0.872355482,0.488872082,0.705307708,0.5,0.5,0.1,0.1
1.062,0.7061823,0.873331481,0.487126394,0.705072613,0.5,0.5,0.1,0.1
1.064,0.705956184,0.874303987,0.485378758,0.704835826,0.5,0.5,0.1,0.1
1.066,0.70572773,0.875272995,0.483629181,0.704597481,0.5,0.5,0.1,0.1
1.068,0.705496827,0.876238502,0.481877669,0.704357681,0.5,0.5,0.1,0.1
1.07,0.705263401,0.877200504,0.480124229,0.704116492,0.5,0.5,0.1,0.1
1.072,0.705027421,0.878158998,0.478368869,0.703873939,0.5,0.5,0.1,0.1
1.074,0.704788896,0.879113978,0.476611595,0.703630003,0.5,0.5,0.1,0.1
1.076,0.70454788,0.880065443,0.474852415,0.703384622,0.5,0.5,0.1,0.1
1.078,0.70430446,0.881013387,0.473091336,0.703137702,0.5,0.5,0.1,0.1
1.08,0.704058755,0.881957807,0.471328364,0.702889114,0.5,0.5,0.1,0.1
1.082,0.703810902,0.882898699,0.469563507,0.702638715,0.5,0.5,0.1,0.1
1.084,0.703561048,0.88383606,0.467796772,0.702386348,0.5,0.5,0.1,0.1
1.086,0.703309336,0.884769885,0.466028165,0.70213186,0.5,0.5,0.1,0.1
1.088,0.7030559,0.885700171,0.464257695,0.701875111,0.5,0.5,0.1,0.1
1.09,0.702800851,0.886626914,0.462485367,0.70161598,0.5,0.5,0.1,0.1
1.092,0.702544267,0.887550111,0.460711189,0.701354379,0.5,0.5,0.1,0.1
1.094,0.702286195,0.888469758,0.458935169,0.701090254,0.5,0.5,0.1,0.1
1.096,0.702026642,0.889385851,0.457157313,0.700823588,0.5,0.5,0.1,0.1
1.098,0.701765575,0.890298386,0.455377628,0.700554405,0.5,0.5,0.1,0.1
1.1,0.701502927,0.89120736,0.453596121,0.700282763,0.5,0.5,0.1,0.1
1.102,0.7012386,0.892112769,0.451812801,0.70000875,0.5,0.5,0.1,0.1
1.104,0.700972474,0.89301461,0.450027673,0.699732479,0.5,0.5,0.1,0.1
1.106,0.700704411,0.893912879,0.448240745,0.699454076,0.5,0.5,0.1,0.1
1.108,0.700434271,0.894807572,0.446452024,0.699173672,0.5,0.5,0.1,0.1
1.11,0.700161919,0.895698686,0.444661517,0.698891394,0.5,0.5,0.1,0.1
1.112,0.699887234,0.896586217,0.442869231,0.698607354,0.5,0.5,0.1,0.1
1.114,0.699610116,0.897470161,0.441075174,0.698321639,0.5,0.5,0.1,0.1
1.116,0.699330495,0.898350516,0.439279353,0.698034313,0.5,0.5,0.1,0.1
1.118,0.699048335,0.899227278,0.437481775,0.6977454,0.5,0.5,0.1,0.1
1.12,0.698763633,0.900100442,0.435682446,0.697454895,0.5,0.5,0.1,0.1
1.122,0.69847642,0.900970006,0.433881375,0.697162757,0.5,0.5,0.1,0.1
1.124,0.698186759,0.901835967,0.432078569,0.696868913,0.5,0.5,0.1,0.1
1.126,0.697894737,0.902698319,0.430274034,0.696573267,0.5,0.5,0.1,0.1
1.128,0.697600458,0.903557062,0.428467778,0.696275703,0.5,0.5,0.1,0.1
1.13,0.697304039,0.904412189,0.426659808,0.695976097,0.5,0.5,0.1,0.1
1.132,0.697005596,0.9052637,0.424850131,0.695674322,0.5,0.5,0.1,0.1
1.134,0.696705238,0.906111589,0.423038756,0.695370259,0.5,0.5,0.1,0.1
1.136,0.696403058,0.906955853,0.421225687,0.695063806,0.5,0.5,0.1,0.1
1.138,0.696099126,0.90779649,0.419410935,0.694754881,0.5,0.5,0.1,0.1
1.14,0.695793486,0.908633496,0.417594504,0.694443433,0.5,0.5,0.1,0.1
1.142,0.695486151,0.909466867,0.415776403,0.694129438,0.5,0.5,0.1,0.1
1.144,0.695177103,0.910296601,0.413956639,0.693812904,0.5,0.5,0.1,0.1
1.146,0.694866294,0.911122693,0.412135219,0.69349387,0.5,0.5,0.1,0.1
1.148,0.69455365,0.91194514,0.410312151,0.693172399,0.5,0.5,0.1,0.1
1.15,0.694239078,0.91276394,0.408487441,0.692848577,0.5,0.5,0.1,0.1
1.152,0.693922468,0.913579089,0.406661097,0.6925225,0.5,0.5,0.1,0.1
1.154,0.693603707,0.914390584,0.404833127,0.692194273,0.5,0.5,0.1,0.1
1.156,0.693282683,0.91519842,0.403003537,0.691863999,0.5,0.5,0.1,0.1
1.158,0.692959293,0.916002597,0.401172336,0.691531771,0.5,0.5,0.1,0.1
1.16,0.69263345,0.916803109,0.399339529,0.691197666,0.5,0.5,0.1,0.1
1.162,0.692305092,0.917599954,0.397505126,0.690861737,0.5,0.5,0.1,0.1
1.164,0.691974178,0.918393128,0.395669132,0.690524013,0.5,0.5,0.1,0.1
1.166,0.691640698,0.919182629,0.393831556,0.690184497,0.5,0.5,0.1,0.1
1.168,0.691304669,0.919968453,0.391992404,0.689843161,0.5,0.5,0.1,0.1
1.17,0.690966134,0.920750598,0.390151684,0.689499954,0.5,0.5,0.1,0.1
1.172,0.690625157,0.921529059,0.388309404,0.689154801,0.5,0.5,0.1,0.1
1.174,0.690281818,0.922303834,0.386465571,0.688807612,0.5,0.5,0.1,0.1
1.176,0.689936208,0.92307492,0.384620191,0.688458288,0.5,0.5,0.1,0.1
1.178,0.68958842,0.923842314,0.382773273,0.688106726,0.5,0.5,0.1,0.1
1.18,0.689238543,0.924606012,0.380924824,0.687752826,0.5,0.5,0.1,0.1
1.182,0.688886657,0.925366012,0.379074852,0.687396502,0.5,0.5,0.1,0.1
1.184,0.688532822,0.926122311,0.377223363,0.687037682,0.5,0.5,0.1,0.1
1.186,0.688177079,0.926874905,0.375370365,0.686676316,0.5,0.5,0.1,0.1
1.188,0.687819446,0.927623791,0.373515866,0.686312377,0.5,0.5,0.1,0.1
1.19,0.687459914,0.928368967,0.371659872,0.685945867,0.5,0.5,0.1,0.1
1.192,0.68709845,0.92911043,0.369802392,0.685576806,0.5,0.5,0.1,0.1
1.194,0.686734999,0.929848176,0.367943433,0.685205242,0.5,0.5,0.1,0.1
1.196,0.686369491,0.930582203,0.366083002,0.684831237,0.5,0.5,0.1,0.1
1.198,0.686001838,0.931312507,0.364221107,0.684454868,0.5,0.5,0.1,0.1
1.2,0.685631951,0.932039086,0.362357754,0.684076217,0.5,0.5,0.1,0.1
1.202,0.685259737,0.932761937,0.360492953,0.683695366,0.5,0.5,0.1,0.1
1.204,0.68488511,0.933481057,0.358626709,0.683312394,0.5,0.5,0.1,0.1
1.206,0.684507996,0.934196443,0.356759031,0.682927366,0.5,0.5,0.1,0.1
1.208,0.684128337,0.934908092,0.354889926,0.682540329,0.5,0.5,0.1,0.1
1.21,0.683746097,0.935616002,0.353019401,0.682151315,0.5,0.5,0.1,0.1
1.212,0.683361259,0.936320169,0.351147464,0.681760328,0.5,0.5,0.1,0.1
1.214,0.682973831,0.93702059,0.349274123,0.681367355,0.5,0.5,0.1,0.1
1.216,0.68258384,0.937717264,0.347399385,0.680972357,0.5,0.5,0.1,0.1
1.218,0.682191335,0.938410187,0.345523256,0.68057528,0.5,0.5,0.1,0.1
1.22,0.681796375,0.939099356,0.343645746,0.680176054,0.5,0.5,0.1,0.1
1.222,0.681399033,0.939784769,0.341766862,0.679774601,0.5,0.5,0.1,0.1
1.224,0.680999382,0.940466423,0.33988661,0.679370836,0.5,0.5,0.1,0.1
1.226,0.680597497,0.941144315,0.338004998,0.678964679,0.5,0.5,0.1,0.1
1.228,0.680193442,0.941818442,0.336122035,0.678556057,0.5,0.5,0.1,0.1
1.23,0.679787273,0.942488802,0.334237727,0.678144907,0.5,0.5,0.1,0.1
1.232,0.679379025,0.943155392,0.332352082,0.677731184,0.5,0.5,0.1,0.1
1.234,0.678968719,0.943818209,0.330465108,0.677314861,0.5,0.5,0.1,0.1
1.236,0.678556353,0.944477252,0.328576812,0.676895932,0.5,0.5,0.1,0.1
